sentiment,text
4,Athena mu is home alone and loving it!!!   http://apps.facebook.com/dogbook/profile/view/5560600
4,@DuchessMama your girl is flat out adorable! 
4,"I met an amazn azn today at Back Bay station. She likes anime, Neil Gaiman, and Doctor Who  Today was great! YAY LUSH DARK ANGELS!"
0,"@mpphillips JCCwilliams @megsanders a couple of hundred and the gym. oh, and an idea about opening. Now to essay "
4,I... am excited. But I can't tell you why :-D Watching Glee again and heading to bed 
0,@OfficialDylan aww you dont have a youtube account? now youtube is gonna be less fun wiothout you 2! 
0,i have 2 essays and a project due tomorrow that i haven't even started... all for one  class too 
4,173 days until New Moon 
4,"@NerdyNerak But I am working on a personal project of mine, and thankfully I'm almost done. "
4,"@kindlejunkie I spoke too soon. @tweetie has a free, ad-supported version. I might be OK with that. Testing it now. Hurray client wars! "
0,"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back "
0,Bored in my car and @livelikesin won't call me. 
4,"@frankferragine my solution: &quot;honey, something got in the trash!&quot;-yelled out my window as I head to work! "
0,"chocolate is delecious x pete loves this , but hes not here "
0,"@maleekberry no doubt, but he ran outta moves tonight, 24 hrs is not enough time for sum1 his age to rehearse new stuff "
0,Has just watched the little kids play footy. sadly no cute boys there  LOL
4,Sippin at hazels houseeeee with frieeends 
0,"@RobertKazinsky hey, I know u.ve given this b4 but I can't fir d the link now  how can I get u on my iPhone?xx"
4,Goodmorning  waiting for Kristina to wake up.
4,is addicted to word challenge 
4,"@brooklynn07 haha i love you bug. Im stuck babysitting, but im going to sleep .. Night besty!! "
0,God i'm so sleepy today I can barely focus 
4,Life is too short so take that time and appreciate. 
4,Is getting ready to go to the Zoo  Wish it was sunnier
0,"rain rain go away, come back another day. BBQ plans scuppered "
4,"@Mysticle wishing you a Great Weekend too..fancy that, i'm taking Sunday off too..Enjoy your day "
0,___omg. not even bowling anymore.   im so mad. bored at home. add me on myspace www.myspace.com/rbdrbd
0,Ready to go home. 
0,@TheLonelyGnome Yay that's good! I want holladays already 
4,Cool! i cant make skins on Bebo but its easy to customise your own on here 
4,@Volcompunk G'day mate 
0,"Sorry, not being rude if you've tried me; my dm's are still broken "
4,"@Cole_Maya Yeah, I am secretaly a porn star... HAHAH, kiddin! Lol "
0,upset i dropped my fone in a lake a few days ago  hope i get it back soon
0,"@Truue I hope this is not something that happened to you, if so I shoulda thought of it first "
4,just got home from SuperMalls! 
4,@adamoc Then I will come there with power tools and help you build one!  
4,@Das_mole Thank you.    All is good.  I need azithromycin and prednisone  but at least it's far from being as bad as it could be.
4,"@GoofySami12 I just saw Blazing Saddles for the first time back in January.... sad world...  But as of right now, Netflix is my friend "
4,@theabundantgift That happens alot...Hmmmmm...  
4,@rustybrick cool thanks for that search engine robot lesson 
4,in search of lunch 
0,my website is surfalongwithmenews but i cudnt fit it!sorry. 
0,hail wont keep me from my kickboxing class....or will it. 
0,@emzo2k9 miss u m8   we NEED tae have a catch up n that
0,you can hardly see it 
0,@clovergirl104 I'm sad we didn't get to go to Mongolie Grill 
0,@mzzblondy WHERE U AT I NEED MY HAIR DONE 
4,@MillyNegotiate yeah... a bit. and he's soo ugly. 
4,"@piggie684 but still tasty?? if so, then no fail "
4,"@piglet1983 Fancy a win win bet? Bet ï¿½25, get ï¿½25 cashback if your bet loses  http://tinyurl.com/ddysnf"
0,at home sick   I hate being sick. can't do anything. dam it! Got to watch the Lakers
4,@ibelittle nope that's from my bedroom in Woodseats Sheffield 
4,@tommcfly http://twitpic.com/53nhq  &lt;3 When you guys doing a signing in scotland again?  there sooo fun &lt;3 XXXXXXX
4,"@RetailMinded in light of your upcoming dog product spotlight, you deserve a #woofwednesday "
0,"@minxkitty oh no!!  thats kinda bad smoking at clatterbridge   maybe he feels its not worth giving up,.... but at clatterbridge!!"
4,we're in berlin now. sitting in a restaurant and waiting for PEETSAH 
0,SUCK!!!  The louvre is closed on Tuesdays!   there won't be time to go tomorrow...what a dissapointment
4,@ladyltattoos aww man i quit u got me! but 4real hit me up l8r if u wanna come thru i'll put u on my list 
4,@cazob Yay  Another one for me for watch on youtube tomorrow
4,http://twitpic.com/6p2b3 - @NancyHall @BenMack yep I have the cool hat now thanks to Ben...thanks buddy...luv ya peace 
4,I want a cox alien! 
4,@MissXu - thank you - I take that as a compliment if I may - 
0,And on a totally different note : mijn neus is ah vervellen 
0,@jannagae Not yet I need a bath first! I love being clipped. Mom uses Wahl clippers &amp; scissors for my face and paws. Don't like nail trim 
4,@JensStitches   Thanks!
4,A few hours ago born my friend' brother. His name is Martin - She was so happy!! 
4,@buckhollywood sorry!!!!!!! continue music? 
0,"helping 3 different people, makes me sad "
0,Ugh.... i havent talked to anyone is soooo long! im lonely and want to get ungrounded and get my phone back! 
4,off to hubby's company family day! parokya ni edgar will be playing + there's loads of FREE food and medical services. just awesome!  #fb
4,going to bed gotta get up early going to the aquarium 
4,@Klecun got my Hotel &amp; Hire Car sorted for the first week at Pepsi  Now  I can relax and look forward to it
0,@xingkit awww... you're away from home on mother's day? 
4,"at pink with kiara and ivana the lights went down, faker just came on "
0,@mills_simon I do. And I shall cherish every moment... Until summer school 
0,"is dizzy , bored , wondered ! although my examination have finished . but i'm affraid of my grade "
4,I am now following Chase 
0,tonight I'm gonna start again. I don't love her anymore 
0,"my new anti-virus ive just installed seems to be so effective, i struggle to open anything on the internet "
4,@HoneyBearKelly 
4,YES DIVERSITY WON!!!!!!!!!! 
0,@Zanneth i know how you feel...87 where I live 
4,@Alexemergency okay...why not!  uhm...do i need sturdy shoes? XD
4,@whitsundays hehehe good for you  you'd be surprised at the TMI stuff I get told everyday ;)
0,really wants chinese =/ not happy today 
4,@alecstanworth That's nothing: http://bit.ly/better-bragging-rights and she resigned too 
0,i made jiffypop because we have a gas stove here. only to find out it is loaded in trans- and saturated fats  i opted for triscuts.
4,will be in the yearbook office all day. Come join me if you're around. 
4,@_arf_   me too !
0,"@MelFresh27 whatever you decide, can you please send some my way? I really don't want to cook tonight "
0,@megvoe IM HERE!!! cept work blows 
4,@Sarah_cawood http://twitpic.com/4he5h - awww soo cute  xx
0,sittin at the college...bored to death 
4,School is still totally lame.. Glad I have JB &amp; McFly on my iPod! 
0,100% doesn't want to go to work 
4,Studio looking good. Walls being plastered this week. Next phase should also start this week. Got a West Wing and soon a new South Wing 
0,@reginaaee i rkn regina wheres monica 
0,"@Lottiotta we can, but mine will most likely be a little late since i have EXAMS OF DOOM this month. eeeeep! so no hobby time for a while "
4,"Oh, Grant Lee Phillips, how you improved the #GilmoreGirls with your troubadourness.  The world needs more ppl singing on the street."
4,@maas74 How did you find me out of curiosity? What Search Term did you use? Welcome to Twitter by the Way 
4,@sonnyjoeflangan ...wow! How is your writing so spaced out?? I'm so jealous  wat ya up to? Xx
0,256 comments in the moderation queue on my blog. Only one that wasn't spam 
4,is off to vote 
0,Says I aint been on twitter n 20 days.. I probably wont be on for another 30 lol Right now sitting @ my old home &amp; missing it very much. 
4,Got surprise B'day blast from my friends!! Thx uuu 
4,@KateKendall I say  is to business as the Red Nose is to cars.
0,@xgabypinkx my mates got one and sez its amazing..i just got a new vista and its crap..the wireless is useless 
4,Went to the dark side and rooted my G1 
4,@oceanUP how long ago was that?  
0,@mefries Hours lost in the parks   I am so sorry!
0,Found out that my car is sick. Booooo. 
0,"Studying. Does anyone want to do it for me, please? "
0,really should get uo - muh  x
4,Fun times at the bon fire. Weird saying goodbyes to some people I won't be seeing again before we leave. Yikes. Sleepy time now? Yes! 
0,"@JamarHerrod â¢ No dear, just TV @ night "
4,"@davidcharvet Hi i'll be in California this summer, coming from Belgium! when is your play?  on n'a plus de nvls de toi Ã  bruxelles... "
4,"Jacoby, its been way too long! Can't wait to see you on Sunday!! "
4,@tommcfly #fletcherday 
0,I wanted to vote pirates yesterday - but I got the dutch candidate list and they don't have pirates 
0,@annzoo I'm always sleeping now. Why were you up all night?! This reminds me of the one garage incident. I know you love my frantic IMs. 
4,@batwife  Awesome! Thanks!!
0,is confused..  &amp; needs some more time!!!
0,work @ 630..and i kan't sleep! oh how this sucks 
0,@za5 They also said they had another incident the night before 
0,Worried that the storms rolling in are going to blow the dove's nest out of our baby tree. 
4,Lovin my sweet wonderful bed  Now time to read and get on NIM
4,I really want HAGGIS 
4,"@kathryntft SWEEET!  and I'll be moving within the next few weeks, so hangout sessions are soon behind DD"
4,just got my hair braided.. sittin at the house with james waitin on my mom to get hom  lovin my life
4,@RRRJessica The demise of GM.  We were talking labor unions and poor business decisions. @limecello doesn't think it's fun enough.
4,wow..!! my 701st post at twitter 
4,@Vickie_Thomas I tend to have rooibos tea at night.  Tonight I am having vanilla rooibos!  Tazo passion sounds delicious! 
4,Nothing gets you going like Mighty-O in the morning...I feel like I can take on the next hour or so before the sugar crash 
4,@ILuvMyiPhone88  you def want like a tech corner 
4,@jamie_oliver And the other half of the twitterers are enjoying what the wonderful Sunday afternoon has to offer 
4,"@spookerlabs it's called a telephone. I know it's new technology, but it's the way forward! "
0,@eisen yes but you recommended it! my twitterfall is hanging 
0,I think not!! http://twitpic.com/7mrei 
0,Our internet connection is officially stuffed. This is going to be interesting 
4,@valenbfm there is a HUGE giant email i'll be writing to you after i set everything up to teach you basics. 
4,@itsillakirono I'm fine dear  and you ?
4,"@nikki_morris lol- was after a couple last night, and i was trying to educate a few mates on the power of Twitter- twas a bad example "
4,"@DDubsTweetheart LMFAOOOOO! Doubt he'll get me on there! ....Oh wait! Your 5* is coming up so, you could ask him there! "
0,so gutted! didnt get house leader 
0,i leave to go back to reno tomorrow morning  im sad i do not want to leave....
0,@carpexnoctem13 I wasn't paying full attention.... 
4,@tiffy91 I can't wait until tomorrow 
4,@aussiecynic LOL #yourock 
0,@hfmshow 
4,http://twitpic.com/6imzt - and another 
0,@greggarbo COME too jerseyy I'm too sick to go to nyyy 
0,@iloveth  *hugs your ankle*
4,@DannyjClayton star wars ............ is gay BOO??? i wanna do your jobe HAND IT OVER  u can act as me at my high school   LOL
4,@KIMP19 Awwww u r not!!!!!!! Don't beat urself up over it!!!! Ur allowed every now and then 
4,"@magslhalliday it's last day for yr 11, the traditional 'dress as you dare' day "
4,"@Jojofrenchy yes, that was jojofrenchy effect and me studying french for once "
4,@ivothijssen gefeliciteerd 
4,@peterfacinelli  Wait a minute!  You're wife is a mom!  LOL  
